listing_id,price_egp,area_sqm,bedrooms,bathrooms,floor_number,building_age_years,district,compound_name,distance_to_auc_km,distance_to_mall_km,distance_to_metro_km,finishing_type,has_balcony,has_parking,has_security,has_amenities,view_type,listing_date,days_on_market,seller_type,is_negotiable
NCR-2024-01041,3650000,138,2,1,5,19,Rehab City,Rehab 2,4.8,1.4,3.9,Lux,Yes,Yes,No,Yes,Compound,2025-06-22,138,Broker,Yes
NCR-2024-01042,4600000,132,2,2,3,13,Katameya,Katameya Heights,3.5,2.4,6.9,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-07-22,108,Owner,Yes
NCR-2024-01043,4900000,211,3,3,10,17,Fifth Settlement,Mountain View,24.4,6.6,5.8,Lux,Yes,Yes,No,Yes,Garden,2025-07-21,109,Broker,No
NCR-2024-01044,1650000,112,2,2,2,19,Rehab City,Rehab 3,17.7,5.1,6.2,Unfinished,Yes,No,Yes,No,Street,2025-09-04,64,Owner,Yes
NCR-2024-01045,4850000,144,3,2,14,3,Rehab City,Rehab 4,11.6,6.8,5.7,Super Lux,Yes,Yes,Yes,Yes,Compound,2025-05-18,173,Owner,Yes
NCR-2024-01046,3750000,181,3,2,9,20,Rehab City,,18.1,4.4,5.3,Lux,Yes,Yes,Yes,No,Street,2025-05-15,176,Broker,Yes
NCR-2024-01047,2950000,146,3,4,5,17,Fifth Settlement,Hyde Park,19.4,3.3,4.6,Unfinished,Yes,Yes,Yes,Yes,Street,2025-05-23,168,Owner,Yes
NCR-2024-01048,3550000,131,2,3,10,6,Fifth Settlement,Mountain View,19.9,7.4,14.2,Lux,Yes,Yes,Yes,No,Street,2025-05-17,174,Broker,Yes
NCR-2024-01049,2800000,125,2,3,5,14,Fifth Settlement,Moon Valley,13.0,0.8,4.7,Lux,Yes,Yes,Yes,No,Street,2025-05-31,160,Broker,Yes
NCR-2024-01050,3900000,130,2,2,1,20,Fifth Settlement,Mountain View,11.9,6.9,5.5,Lux,No,Yes,Yes,Yes,Garden,2025-06-16,144,Owner,No
NCR-2024-01051,4300000,116,2,3,6,5,Katameya,Katameya Plaza,2.3,2.2,6.0,Lux,No,No,Yes,Yes,Nile,2025-10-30,8,Owner,Yes
NCR-2024-01052,3400000,147,2,1,13,15,Rehab City,Rehab 3,23.3,6.9,14.2,Super Lux,Yes,Yes,No,No,Compound,2025-11-06,1,Broker,Yes
NCR-2024-01053,4350000,185,3,3,7,19,Fifth Settlement,,15.9,1.5,12.1,Super Lux,Yes,Yes,No,Yes,Street,2025-11-02,5,Broker,Yes
NCR-2024-01054,2500000,91,2,3,1,7,Madinaty,,6.7,4.9,12.5,Lux,Yes,No,Yes,Yes,Garden,2025-07-11,119,Broker,No
NCR-2024-01055,1400000,84,1,1,9,20,Madinaty,Madinaty B4,23.2,7.2,4.3,Unfinished,Yes,Yes,Yes,No,Garden,2025-08-19,80,Owner,Yes
NCR-2024-01056,2500000,98,2,2,8,15,Madinaty,Madinaty B1,23.0,4.1,13.0,Super Lux,Yes,Yes,Yes,No,Compound,2025-09-06,62,Broker,No
NCR-2024-01057,4800000,166,3,2,12,15,Madinaty,Madinaty B1,24.8,6.1,7.9,Super Lux,No,Yes,Yes,No,Garden,2025-11-05,2,Owner,No
NCR-2024-01058,2600000,90,2,1,14,2,Rehab City,,22.1,6.5,6.2,Lux,Yes,No,Yes,Yes,Garden,2025-09-19,49,Owner,No
NCR-2024-01059,5000000,213,3,3,14,16,Rehab City,Rehab 3,24.9,6.0,9.9,Semi-finished,Yes,No,Yes,Yes,Garden,2025-09-07,61,Owner,No
NCR-2024-01060,3900000,131,2,3,8,8,Fifth Settlement,Moon Valley,7.6,7.4,12.9,Lux,No,No,Yes,No,Garden,2025-08-04,95,Broker,No
NCR-2024-01061,5400000,191,3,4,7,2,Madinaty,Madinaty B3,21.4,3.9,12.3,Semi-finished,No,Yes,Yes,Yes,Street,2025-07-24,106,Broker,Yes
NCR-2024-01062,4550000,164,3,3,5,19,Madinaty,,20.9,1.8,13.7,Super Lux,Yes,Yes,Yes,Yes,Street,2025-06-13,147,Broker,Yes
NCR-2024-01063,3450000,143,2,2,3,6,Katameya,Katameya Plaza,7.3,0.9,14.1,Unfinished,Yes,No,Yes,No,Garden,2025-06-24,136,Broker,Yes
NCR-2024-01064,3100000,92,2,1,15,17,Katameya,Katameya Heights,4.3,2.3,5.9,Lux,Yes,Yes,Yes,Yes,Compound,2025-10-01,37,Broker,Yes
NCR-2024-01065,2750000,95,2,2,12,11,Rehab City,Rehab 2,24.5,1.6,8.1,Semi-finished,Yes,Yes,No,Yes,Garden,2025-09-24,44,Owner,Yes
NCR-2024-01066,2750000,147,2,3,14,18,Rehab City,,8.8,4.7,3.2,Lux,Yes,No,Yes,No,Compound,2025-05-26,165,Broker,No
NCR-2024-01067,5100000,209,3,2,9,15,Madinaty,Madinaty B4,22.0,1.9,13.6,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-08-13,86,Owner,Yes
NCR-2024-01068,5250000,192,3,4,14,16,Fifth Settlement,Hyde Park,2.1,0.8,4.9,Super Lux,No,Yes,Yes,Yes,Garden,2025-10-16,22,Broker,Yes
NCR-2024-01069,5100000,205,3,3,7,19,Fifth Settlement,Mountain View,2.5,0.8,13.3,Super Lux,Yes,No,Yes,Yes,Street,2025-09-28,40,Broker,Yes
NCR-2024-01070,5050000,197,3,4,11,14,Fifth Settlement,Mountain View,12.7,6.7,7.0,Lux,No,Yes,Yes,Yes,Compound,2025-09-15,53,Owner,Yes
NCR-2024-01071,4000000,147,2,3,10,0,Fifth Settlement,Palm Hills,7.5,4.9,7.4,Semi-finished,No,Yes,No,No,Street,2025-05-15,176,Owner,Yes
NCR-2024-01072,2950000,107,2,2,10,1,Rehab City,,17.9,3.2,3.5,Semi-finished,Yes,No,Yes,Yes,Garden,2025-09-10,58,Broker,Yes
NCR-2024-01073,3550000,141,3,3,8,7,Fifth Settlement,,15.0,7.2,6.9,Lux,No,No,Yes,Yes,Street,2025-09-14,54,Broker,No
NCR-2024-01074,3950000,101,2,3,14,1,Madinaty,Madinaty B1,3.8,1.0,13.7,Lux,Yes,Yes,Yes,Yes,Garden,2025-11-01,6,Broker,Yes
NCR-2024-01075,4400000,161,3,3,6,18,Fifth Settlement,,5.7,7.9,3.3,Super Lux,Yes,Yes,Yes,No,Compound,2025-10-24,14,Broker,Yes
NCR-2024-01076,2400000,126,2,2,12,8,Fifth Settlement,Moon Valley,10.9,5.1,7.9,Semi-finished,No,No,Yes,No,Street,2025-05-28,163,Broker,Yes
NCR-2024-01077,3100000,109,2,3,14,8,Fifth Settlement,Mountain View,6.3,1.9,3.4,Semi-finished,Yes,Yes,Yes,Yes,Compound,2025-10-05,33,Broker,No
NCR-2024-01078,5950000,223,4,4,11,12,Katameya,Katameya Plaza,20.2,5.6,7.5,Semi-finished,Yes,Yes,Yes,Yes,Compound,2025-09-17,51,Broker,Yes
NCR-2024-01079,3600000,137,2,3,14,5,Fifth Settlement,Hyde Park,11.6,6.2,5.1,Lux,No,Yes,Yes,No,Street,2025-06-19,141,Owner,Yes
NCR-2024-01080,5500000,283,4,4,5,14,Fifth Settlement,Palm Hills,4.1,3.7,6.0,Unfinished,Yes,No,Yes,Yes,Compound,2025-10-15,23,Owner,Yes
NCR-2024-01081,4600000,264,4,3,15,18,Katameya,,13.1,7.0,13.5,Semi-finished,Yes,No,Yes,Yes,Street,2025-05-20,171,Broker,Yes
NCR-2024-01082,4500000,204,3,4,8,20,Katameya,,4.1,1.6,8.2,Lux,Yes,Yes,Yes,Yes,Street,2025-07-13,117,Broker,Yes
NCR-2024-01083,3600000,140,3,3,3,14,Fifth Settlement,,5.0,2.6,6.3,Lux,Yes,No,No,Yes,Garden,2025-06-21,139,Broker,Yes
NCR-2024-01084,3600000,142,3,3,12,17,Fifth Settlement,Mountain View,7.5,1.2,10.1,Lux,No,No,Yes,No,Garden,2025-08-11,88,Owner,No
NCR-2024-01085,4050000,185,3,3,13,6,Madinaty,,21.8,2.1,4.7,Lux,No,Yes,Yes,No,Street,2025-06-19,141,Broker,Yes
NCR-2024-01086,3750000,144,2,2,13,10,Fifth Settlement,Hyde Park,23.3,2.3,6.1,Lux,Yes,Yes,Yes,No,Street,2025-10-01,37,Owner,Yes
NCR-2024-01087,3300000,100,2,2,7,7,Fifth Settlement,Mountain View,21.0,7.4,9.6,Lux,Yes,Yes,Yes,No,Compound,2025-11-02,5,Owner,No
NCR-2024-01088,5650000,203,3,3,2,5,Katameya,Katameya Heights,9.7,1.1,5.9,Lux,Yes,No,Yes,No,Garden,2025-09-12,56,Broker,Yes
NCR-2024-01089,2650000,133,2,2,3,7,Fifth Settlement,,8.3,3.7,11.1,Lux,Yes,Yes,Yes,No,Street,2025-07-10,120,Broker,Yes
NCR-2024-01090,3750000,134,2,2,15,1,Fifth Settlement,,14.6,4.5,8.9,Lux,Yes,Yes,Yes,Yes,Garden,2025-10-23,15,Broker,Yes
NCR-2024-01091,2350000,115,2,3,13,18,Madinaty,Madinaty B1,18.6,7.2,12.3,Lux,Yes,Yes,No,Yes,Street,2025-09-01,67,Broker,Yes
NCR-2024-01092,4250000,216,3,4,12,15,Rehab City,Rehab 4,24.8,8.0,14.4,Semi-finished,Yes,Yes,No,No,Street,2025-06-23,137,Broker,Yes
NCR-2024-01093,5150000,204,3,3,15,6,Katameya,Katameya Heights,5.0,6.2,4.4,Lux,No,No,Yes,Yes,Garden,2025-09-30,38,Broker,Yes
NCR-2024-01094,3450000,113,2,3,2,9,Rehab City,Rehab 3,3.1,7.8,7.0,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-08-13,86,Broker,Yes
NCR-2024-01095,5550000,213,3,4,5,11,Rehab City,Rehab 2,18.0,6.4,6.8,Lux,Yes,No,Yes,Yes,Street,2025-07-10,120,Owner,No
NCR-2024-01096,4750000,174,3,3,7,16,Madinaty,Madinaty B1,21.1,7.7,4.8,Semi-finished,Yes,Yes,Yes,Yes,Compound,2025-05-17,174,Broker,Yes
NCR-2024-01097,3500000,163,3,3,11,6,Fifth Settlement,Palm Hills,21.5,5.8,12.7,Semi-finished,No,Yes,Yes,Yes,Street,2025-09-11,57,Broker,Yes
NCR-2024-01098,5300000,167,3,3,10,7,Fifth Settlement,Moon Valley,17.6,1.1,12.1,Lux,No,No,Yes,Yes,Garden,2025-06-09,151,Broker,Yes
NCR-2024-01099,4600000,219,3,4,11,6,Fifth Settlement,,23.9,3.5,8.8,Unfinished,No,Yes,Yes,Yes,Street,2025-10-21,17,Broker,Yes
NCR-2024-01100,2600000,75,1,1,11,3,Rehab City,Rehab 3,13.8,5.3,9.5,Super Lux,Yes,Yes,Yes,No,Garden,2025-08-31,68,Broker,Yes
NCR-2024-01101,4350000,198,3,3,11,2,Fifth Settlement,Mountain View,23.0,3.1,3.7,Unfinished,Yes,No,Yes,No,Street,2025-08-08,91,Broker,Yes
NCR-2024-01102,2200000,76,1,2,15,18,New Cairo (Other),Mirage City,24.3,2.6,9.7,Super Lux,Yes,Yes,Yes,No,Garden,2025-09-26,42,Broker,Yes
NCR-2024-01103,4550000,193,3,2,10,14,Fifth Settlement,Hyde Park,21.5,4.8,12.5,Super Lux,Yes,Yes,Yes,No,Garden,2025-09-10,58,Owner,Yes
NCR-2024-01104,7100000,278,4,4,15,3,Rehab City,Rehab 1,9.1,7.5,9.9,Lux,Yes,Yes,Yes,Yes,Street,2025-08-24,75,Broker,No
NCR-2024-01105,3600000,105,2,2,15,8,Katameya,Lake View,6.5,0.8,6.2,Lux,No,Yes,Yes,Yes,Street,2025-10-14,24,Broker,Yes
NCR-2024-01106,2900000,104,2,2,15,12,Rehab City,Rehab 4,14.6,6.3,11.0,Lux,Yes,No,No,Yes,Garden,2025-08-10,89,Broker,No
NCR-2024-01107,3350000,150,3,4,13,17,Fifth Settlement,,12.4,5.9,7.3,Semi-finished,Yes,No,Yes,No,Street,2025-08-11,88,Broker,Yes
NCR-2024-01108,2100000,90,2,3,14,20,Rehab City,Rehab 2,22.2,7.7,9.5,Semi-finished,Yes,Yes,Yes,Yes,Garden,2025-09-21,47,Owner,Yes
NCR-2024-01109,4800000,218,3,2,1,15,Fifth Settlement,Mountain View,4.3,7.5,8.9,Lux,Yes,No,Yes,No,Garden,2025-08-30,69,Owner,Yes
NCR-2024-01110,3500000,115,2,1,13,0,Fifth Settlement,Moon Valley,7.9,6.2,7.6,Lux,Yes,No,Yes,Yes,Garden,2025-06-30,130,Broker,No
NCR-2024-01111,4400000,140,2,3,10,3,Fifth Settlement,,19.3,4.4,11.6,Super Lux,Yes,Yes,Yes,No,Compound,2025-07-29,101,Broker,Yes
NCR-2024-01112,7350000,267,4,4,9,17,Rehab City,Rehab 2,4.2,2.0,13.6,Super Lux,Yes,Yes,No,Yes,Garden,2025-08-28,71,Broker,Yes
NCR-2024-01113,5300000,182,3,3,1,7,Fifth Settlement,Mountain View,9.4,4.6,3.1,Lux,No,Yes,Yes,No,Compound,2025-06-17,143,Owner,Yes
NCR-2024-01114,5550000,208,3,3,1,19,Rehab City,Rehab 3,10.9,6.2,14.2,Super Lux,Yes,No,Yes,Yes,Compound,2025-06-01,159,Owner,Yes
NCR-2024-01115,2250000,124,2,2,14,15,Rehab City,Rehab 3,16.3,7.2,9.1,Semi-finished,No,No,Yes,Yes,Compound,2025-08-08,91,Owner,No
NCR-2024-01116,3450000,152,3,3,15,20,Katameya,Lake View,5.6,6.4,11.4,Lux,No,Yes,Yes,Yes,Street,2025-10-25,13,Broker,Yes
NCR-2024-01117,4600000,149,3,3,12,10,Rehab City,Rehab 3,21.8,2.0,13.3,Super Lux,No,No,No,No,Compound,2025-09-22,46,Broker,Yes
NCR-2024-01118,5150000,214,3,3,10,19,Fifth Settlement,,12.3,5.0,8.6,Lux,Yes,Yes,Yes,Yes,Compound,2025-08-28,71,Broker,Yes
NCR-2024-01119,4250000,180,3,3,8,20,Fifth Settlement,Hyde Park,23.1,3.0,13.0,Super Lux,Yes,Yes,No,No,Street,2025-10-25,13,Owner,Yes
NCR-2024-01120,4650000,189,3,3,6,20,Fifth Settlement,Mountain View,12.8,0.6,5.1,Lux,Yes,No,Yes,No,Street,2025-08-25,74,Owner,No
NCR-2024-01121,2450000,112,2,1,6,20,Fifth Settlement,Palm Hills,8.3,2.0,4.9,Semi-finished,Yes,Yes,No,No,Compound,2025-09-11,57,Owner,Yes
NCR-2024-01122,3150000,96,2,1,12,18,Fifth Settlement,Palm Hills,5.3,1.3,10.9,Lux,No,Yes,Yes,Yes,Garden,2025-06-03,157,Broker,Yes
NCR-2024-01123,5700000,198,3,3,9,18,Fifth Settlement,Hyde Park,2.1,6.8,13.4,Super Lux,Yes,Yes,Yes,Yes,Street,2025-06-20,140,Owner,Yes
NCR-2024-01124,3200000,128,2,2,15,17,Fifth Settlement,Moon Valley,14.2,2.4,13.7,Semi-finished,No,Yes,Yes,Yes,Compound,2025-06-30,130,Broker,Yes
NCR-2024-01125,3850000,142,3,3,4,18,Madinaty,Madinaty B1,4.5,2.6,10.7,Super Lux,Yes,Yes,Yes,No,Street,2025-10-24,14,Owner,Yes
NCR-2024-01126,1900000,101,2,2,8,10,Rehab City,,11.0,7.7,9.3,Semi-finished,Yes,Yes,Yes,No,Street,2025-08-20,79,Broker,Yes
NCR-2024-01127,4300000,146,3,4,4,2,Fifth Settlement,Palm Hills,15.6,3.3,7.0,Lux,No,No,Yes,No,Garden,2025-09-01,67,Broker,Yes
NCR-2024-01128,4900000,188,3,4,14,7,Fifth Settlement,Moon Valley,8.3,0.6,14.8,Lux,Yes,No,Yes,Yes,Garden,2025-10-28,10,Owner,No
NCR-2024-01129,2600000,115,2,2,2,19,Katameya,,6.0,2.6,6.8,Semi-finished,No,Yes,Yes,Yes,Compound,2025-07-18,112,Broker,Yes
NCR-2024-01130,2950000,122,2,2,11,18,Katameya,Lake View,19.8,1.4,11.9,Semi-finished,Yes,Yes,Yes,No,Garden,2025-10-10,28,Broker,Yes
NCR-2024-01131,4300000,126,2,1,15,9,Fifth Settlement,Palm Hills,23.8,1.3,9.4,Super Lux,No,No,Yes,Yes,Compound,2025-08-12,87,Owner,Yes
NCR-2024-01132,5050000,187,3,3,8,15,Fifth Settlement,Hyde Park,4.3,1.1,10.3,Lux,Yes,Yes,Yes,No,Street,2025-09-07,61,Broker,Yes
NCR-2024-01133,4500000,218,3,3,12,4,New Cairo (Other),,5.6,4.9,7.7,Semi-finished,No,Yes,Yes,Yes,Garden,2025-06-04,156,Broker,No
NCR-2024-01134,2150000,61,1,1,7,19,Rehab City,Rehab 3,24.1,1.9,14.6,Super Lux,Yes,Yes,Yes,Yes,Street,2025-10-09,29,Broker,Yes
NCR-2024-01135,4450000,210,3,4,4,8,Fifth Settlement,Palm Hills,2.9,3.2,9.9,Lux,Yes,Yes,No,No,Street,2025-08-22,77,Broker,Yes
NCR-2024-01136,3150000,121,2,1,9,7,Madinaty,Madinaty B1,24.5,7.0,14.3,Semi-finished,No,Yes,Yes,Yes,Compound,2025-06-22,138,Owner,Yes
NCR-2024-01137,2850000,93,2,2,15,10,Katameya,Katameya Heights,2.1,3.7,3.1,Lux,No,Yes,No,Yes,Street,2025-07-08,122,Broker,Yes
NCR-2024-01138,3650000,159,3,3,9,15,Fifth Settlement,,22.1,7.4,9.9,Semi-finished,Yes,Yes,Yes,No,Compound,2025-07-03,127,Broker,Yes
NCR-2024-01139,2600000,139,2,3,8,6,Fifth Settlement,,9.1,4.2,11.6,Semi-finished,Yes,No,Yes,No,Street,2025-07-28,102,Broker,Yes
NCR-2024-01140,2750000,142,2,1,14,14,Fifth Settlement,Moon Valley,23.6,3.5,11.9,Semi-finished,Yes,No,Yes,No,Street,2025-10-11,27,Broker,Yes
NCR-2024-01141,1700000,91,1,2,1,20,Rehab City,Rehab 2,9.3,6.1,13.9,Semi-finished,Yes,Yes,Yes,No,Street,2025-07-03,127,Owner,Yes
NCR-2024-01142,3950000,117,2,3,7,19,Katameya,Katameya Plaza,17.0,1.0,3.1,Lux,Yes,No,Yes,Yes,Garden,2025-07-24,106,Broker,Yes
NCR-2024-01143,3100000,102,2,2,5,16,Rehab City,Rehab 4,3.8,1.2,3.0,Lux,Yes,Yes,Yes,Yes,Street,2025-08-11,88,Broker,Yes
NCR-2024-01144,2700000,60,1,1,7,5,Fifth Settlement,Mountain View,7.6,5.4,8.7,Lux,Yes,Yes,Yes,Yes,Garden,2025-10-29,9,Broker,Yes
NCR-2024-01145,4750000,199,3,3,12,14,New Cairo (Other),Mirage City,19.8,4.2,3.4,Semi-finished,Yes,No,No,Yes,Garden,2025-09-24,44,Broker,Yes
NCR-2024-01146,3200000,145,2,3,9,7,Katameya,,14.2,6.4,14.7,Semi-finished,Yes,Yes,No,Yes,Street,2025-06-21,139,Broker,Yes
NCR-2024-01147,4750000,174,3,4,2,6,Rehab City,Rehab 4,23.3,7.4,5.7,Lux,Yes,Yes,Yes,No,Garden,2025-10-14,24,Owner,Yes
NCR-2024-01148,4450000,137,2,2,13,1,Fifth Settlement,Moon Valley,11.9,3.4,8.7,Lux,No,Yes,Yes,Yes,Garden,2025-07-28,102,Broker,Yes
NCR-2024-01149,2600000,119,2,3,14,12,Fifth Settlement,Moon Valley,22.0,5.0,3.7,Unfinished,Yes,No,Yes,No,Compound,2025-07-30,100,Broker,Yes
NCR-2024-01150,5650000,193,3,2,11,5,Fifth Settlement,Hyde Park,12.3,4.3,9.3,Lux,Yes,Yes,Yes,Yes,Street,2025-07-07,123,Owner,Yes
NCR-2024-01151,6500000,235,4,3,4,4,Madinaty,Madinaty B4,24.5,7.9,7.6,Super Lux,Yes,No,Yes,Yes,Street,2025-08-04,95,Broker,No
NCR-2024-01152,3450000,146,2,3,4,19,Rehab City,Rehab 3,24.1,6.7,3.5,Semi-finished,Yes,No,Yes,Yes,Street,2025-11-03,4,Broker,Yes
NCR-2024-01153,3950000,194,3,4,2,0,Katameya,Katameya Heights,9.6,7.3,7.0,Unfinished,Yes,No,No,No,Garden,2025-08-25,74,Broker,Yes
NCR-2024-01154,4350000,219,3,3,3,17,Madinaty,Madinaty B2,22.4,2.4,7.7,Semi-finished,Yes,Yes,Yes,Yes,Garden,2025-09-26,42,Broker,Yes
NCR-2024-01155,3800000,197,3,4,11,14,Madinaty,,21.5,6.3,14.9,Semi-finished,Yes,Yes,Yes,Yes,Compound,2025-08-20,79,Broker,Yes
NCR-2024-01156,4400000,204,3,4,14,9,Madinaty,,6.8,2.5,5.5,Super Lux,Yes,Yes,No,No,Compound,2025-07-03,127,Owner,Yes
NCR-2024-01157,2900000,94,2,3,14,2,Katameya,Katameya Heights,16.4,2.1,9.5,Semi-finished,No,Yes,Yes,Yes,Street,2025-06-09,151,Owner,Yes
NCR-2024-01158,4300000,140,2,3,13,4,Katameya,Katameya Dunes,3.7,7.6,14.8,Lux,Yes,No,Yes,Yes,Garden,2025-07-14,116,Broker,No
NCR-2024-01159,4100000,161,3,4,8,12,Fifth Settlement,Hyde Park,21.2,0.6,12.5,Semi-finished,No,Yes,Yes,No,Garden,2025-07-07,123,Owner,No
NCR-2024-01160,3300000,113,2,2,12,7,Fifth Settlement,Moon Valley,6.0,7.7,14.9,Lux,Yes,No,Yes,Yes,Compound,2025-06-16,144,Broker,Yes
NCR-2024-01161,4950000,192,3,4,9,20,Rehab City,,3.6,1.6,14.6,Super Lux,Yes,Yes,Yes,Yes,Street,2025-09-05,63,Owner,Yes
NCR-2024-01162,3500000,125,2,2,6,1,Fifth Settlement,,11.2,6.6,8.9,Lux,Yes,No,Yes,No,Garden,2025-07-22,108,Broker,Yes
NCR-2024-01163,3500000,125,2,3,10,8,Rehab City,,15.3,2.6,11.4,Lux,Yes,Yes,Yes,Yes,Compound,2025-07-18,112,Broker,No
NCR-2024-01164,4350000,207,3,3,2,16,Fifth Settlement,Moon Valley,21.7,3.1,4.3,Semi-finished,Yes,Yes,No,Yes,Street,2025-10-09,29,Broker,Yes
NCR-2024-01165,2650000,125,2,3,2,17,Madinaty,Madinaty B1,24.4,2.1,8.3,Unfinished,Yes,No,Yes,Yes,Garden,2025-07-12,118,Owner,Yes
NCR-2024-01166,4850000,191,3,3,7,12,Fifth Settlement,,12.1,4.9,12.7,Semi-finished,Yes,Yes,Yes,Yes,Compound,2025-08-12,87,Owner,Yes
NCR-2024-01167,5200000,192,3,2,8,0,Fifth Settlement,Hyde Park,3.4,3.1,9.1,Semi-finished,Yes,Yes,Yes,Yes,Compound,2025-11-05,2,Broker,Yes
NCR-2024-01168,4850000,189,3,3,8,11,Rehab City,Rehab 2,19.2,5.4,11.4,Lux,Yes,Yes,No,Yes,Street,2025-05-25,166,Broker,Yes
NCR-2024-01169,3800000,219,3,4,14,19,New Cairo (Other),Mirage City,15.0,0.6,11.9,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-11-01,6,Owner,Yes
NCR-2024-01170,3450000,180,3,4,6,19,Fifth Settlement,,12.3,1.0,6.0,Semi-finished,Yes,No,Yes,Yes,Street,2025-10-31,7,Owner,Yes
NCR-2024-01171,3500000,157,3,3,10,20,Fifth Settlement,Hyde Park,9.1,1.2,13.5,Semi-finished,Yes,No,No,No,Compound,2025-06-09,151,Broker,Yes
NCR-2024-01172,5100000,161,3,4,8,4,Rehab City,Rehab 2,13.6,3.6,8.5,Lux,No,Yes,No,No,Nile,2025-08-31,68,Owner,Yes
NCR-2024-01173,2800000,91,2,3,14,7,Madinaty,Madinaty B3,9.8,6.6,5.5,Lux,Yes,Yes,Yes,No,Compound,2025-07-28,102,Owner,Yes
NCR-2024-01174,1400000,80,1,1,15,14,Fifth Settlement,,19.4,7.2,13.4,Semi-finished,Yes,Yes,Yes,Yes,Garden,2025-10-05,33,Owner,Yes
NCR-2024-01175,3350000,125,2,1,1,2,Katameya,,14.5,2.3,8.0,Lux,Yes,No,Yes,Yes,Street,2025-07-06,124,Broker,Yes
NCR-2024-01176,2900000,133,2,3,9,5,Madinaty,Madinaty B1,22.2,4.8,12.0,Semi-finished,Yes,No,Yes,Yes,Garden,2025-11-03,4,Broker,No
NCR-2024-01177,3350000,186,3,3,13,12,Rehab City,Rehab 3,14.5,6.3,9.6,Unfinished,No,No,Yes,No,Street,2025-07-05,125,Broker,Yes
NCR-2024-01178,4450000,178,3,4,12,11,Fifth Settlement,Hyde Park,7.5,2.7,7.6,Lux,Yes,Yes,Yes,Yes,Garden,2025-07-05,125,Owner,Yes
NCR-2024-01179,4550000,168,3,4,1,18,Rehab City,Rehab 3,21.6,3.6,12.7,Semi-finished,Yes,Yes,Yes,Yes,Garden,2025-10-10,28,Broker,Yes
NCR-2024-01180,2250000,85,1,2,13,17,Rehab City,Rehab 4,14.8,4.4,10.0,Semi-finished,No,Yes,Yes,Yes,Garden,2025-05-19,172,Owner,Yes
NCR-2024-01181,4400000,156,3,4,3,0,Rehab City,Rehab 4,6.8,1.5,7.7,Semi-finished,Yes,Yes,No,Yes,Compound,2025-06-01,159,Broker,No
NCR-2024-01182,3700000,105,2,2,12,6,Rehab City,Rehab 4,16.3,0.7,4.3,Lux,Yes,No,Yes,Yes,Street,2025-07-26,104,Owner,Yes
NCR-2024-01183,5250000,199,3,3,9,11,Fifth Settlement,Mountain View,10.2,1.6,13.7,Semi-finished,No,Yes,Yes,Yes,Garden,2025-10-22,16,Owner,Yes
NCR-2024-01184,4400000,170,3,3,15,9,Rehab City,Rehab 4,21.4,5.2,3.4,Lux,Yes,No,No,Yes,Garden,2025-09-11,57,Broker,Yes
NCR-2024-01185,4400000,140,2,1,11,11,Fifth Settlement,Moon Valley,12.4,1.1,13.4,Super Lux,Yes,Yes,Yes,No,Garden,2025-06-07,153,Broker,Yes
NCR-2024-01186,2200000,98,2,2,5,10,New Cairo (Other),,18.7,1.9,7.3,Semi-finished,Yes,No,Yes,Yes,Garden,2025-09-29,39,Broker,Yes
NCR-2024-01187,2500000,120,2,3,9,3,Katameya,Katameya Dunes,4.2,3.0,10.7,Semi-finished,No,Yes,Yes,No,Street,2025-10-15,23,Broker,Yes
NCR-2024-01188,4650000,217,3,4,9,18,Katameya,Lake View,11.1,1.1,14.1,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-10-24,14,Broker,Yes
NCR-2024-01189,5200000,188,3,2,6,5,New Cairo (Other),Gardenia Springs,24.6,1.9,4.8,Super Lux,Yes,Yes,Yes,Yes,Street,2025-09-20,48,Broker,No
NCR-2024-01190,3950000,141,3,3,11,8,Rehab City,Rehab 4,20.6,7.3,9.8,Super Lux,Yes,No,Yes,Yes,Street,2025-05-22,169,Owner,Yes
NCR-2024-01191,2650000,141,2,1,1,19,Rehab City,,5.7,0.6,12.2,Unfinished,No,Yes,Yes,Yes,Garden,2025-10-20,18,Broker,Yes
NCR-2024-01192,4350000,137,2,1,10,9,Rehab City,Rehab 2,8.4,5.4,12.1,Super Lux,Yes,No,Yes,Yes,Street,2025-10-26,12,Broker,Yes
NCR-2024-01193,3450000,153,3,2,7,4,Fifth Settlement,,9.6,3.4,9.3,Semi-finished,No,Yes,Yes,Yes,Garden,2025-07-12,118,Broker,No
NCR-2024-01194,4400000,198,3,4,14,12,Madinaty,Madinaty B1,17.0,5.5,10.5,Semi-finished,Yes,Yes,Yes,Yes,Street,2025-10-27,11,Broker,Yes
NCR-2024-01195,3200000,122,2,1,6,8,Rehab City,Rehab 3,19.4,4.9,12.1,Semi-finished,Yes,No,Yes,Yes,Garden,2025-09-12,56,Broker,Yes
NCR-2024-01196,3800000,94,1,2,9,1,Rehab City,Rehab 1,19.2,2.2,13.1,Super Lux,Yes,Yes,Yes,Yes,Garden,2025-08-24,75,Broker,No
